<<<<<<< HEAD
solar_activity,radiation_level,satellite_temp,risk_level
37.454011884736246,64.20316461542878,30.312386883593263,SAFE
95.07143064099162,8.413996499504883,110.25529066795667,WARNING
73.1993941811405,16.162871409461378,70.52523724478571,WARNING
59.86584841970366,89.85541885270793,102.64574661077417,WARNING
15.601864044243651,60.642905965958995,52.00496010306117,SAFE
15.599452033620265,0.9197051616629648,109.55232284962005,SAFE
5.8083612168199465,10.147154286603211,58.92016787341631,SAFE
86.61761457749351,66.35017691080559,21.083765148029837,WARNING
60.11150117432088,0.5061583846218687,110.53819764192636,WARNING
70.80725777960456,16.080805141749867,29.128667678613354,WARNING
2.0584494295802447,54.87337893665861,51.93136375904149,SAFE
96.99098521619943,69.18951976926932,115.0061967050805,WARNING
83.24426408004217,65.19612595026005,115.06071469375561,WARNING
21.233911067827616,22.42693094605598,77.34378881232861,SAFE
18.182496720710063,71.2179221347536,83.18372121697993,SAFE
18.34045098534338,23.724908749680008,64.84455219783197,SAFE
30.42422429595377,32.539969815926774,49.32107716980646,SAFE
52.475643163223786,74.64914051180241,52.8664545369916,WARNING
43.194501864211574,64.96328990472146,87.25184560770384,SAFE
29.122914019804192,84.9223410494178,95.237452943768,SAFE
61.18528947223795,65.76128923003434,99.15790437258485,WARNING
13.949386065204184,56.830860333547164,98.96181427945538,SAFE
29.214464853521815,9.367476782809248,29.120610304869036,SAFE
36.63618432936917,36.77158030594335,69.44203047025815,SAFE
45.606998421703594,26.520236768172545,25.75587600166443,SAFE
78.51759613930136,24.398964337908357,74.95288823237355,WARNING
19.967378215835975,97.30105547524455,64.1530501373377,SAFE
51.42344384136116,39.30977246667604,108.77041827582998,WARNING
59.24145688620425,89.20465551771133,55.09150125520787,WARNING
4.645041271999773,63.11386259972629,31.706701642760585,SAFE
60.75448519014384,79.48113035416485,34.299168205283586,WARNING
17.052412368729154,50.26370931051921,96.15106317174723,SAFE
6.505159298527952,57.69038846263591,81.8218063316261,SAFE
94.88855372533332,49.25176938188639,30.112267612279027,WARNING
96.56320330745594,19.52429877980445,28.410680611499743,WARNING
80.83973481164611,72.24521152615053,90.096913145912,CRITICAL
30.46137691733707,28.07723624408558,27.276300636419354,SAFE
9.767211400638388,2.431596643145384,102.18600592903562,SAFE
68.42330265121569,64.54722959071678,90.62422271564962,WARNING
44.01524937396013,17.711067940704893,28.134878064189976,SAFE
12.203823484477883,94.04585843529144,28.483771408519193,SAFE
49.51769101112702,95.39285770025873,118.66395785011754,SAFE
3.4388521115218396,91.48643902204485,57.427079575612034,SAFE
90.9320402078782,37.01587002554444,57.06421470668909,WARNING
25.87799816000169,1.5456616528867428,101.27995672575025,SAFE
66.2522284353982,92.83185625877253,114.72485773838586,WARNING
31.171107608941096,42.81841483173143,118.6001063822871,SAFE
52.00680211778108,96.66548190436696,95.33781852589416,WARNING
54.67102793432797,96.36199770892529,57.62595855309158,WARNING
18.485445552552704,85.300945546736,28.350071669866878,SAFE
96.95846277645586,29.444889206958567,97.71469159274368,WARNING
77.51328233611146,38.50977286019253,75.8404249735805,WARNING
93.9498941564189,85.11366715168569,62.42220092469763,CRITICAL
89.48273504276489,31.692200515627768,110.6354385094736,WARNING
59.78999788110851,16.94927466860925,31.119748230615134,WARNING
92.18742350231169,55.68012624583501,69.26251042908592,WARNING
8.84925020519195,93.6154774160781,21.135364476741906,SAFE
19.59828624191452,69.6029796674973,66.86606419941262,SAFE
4.522728891053807,57.0061170089365,25.630327568183734,SAFE
32.53303307632643,9.717649377076853,31.881791626807193,SAFE
38.8677289689482,61.500722669916975,31.752624677710486,SAFE
27.134903177389592,99.00538501042632,84.92103021160635,SAFE
82.87375091519293,14.008401523652402,94.60448792654233,WARNING
35.67533266935893,51.832965236373674,78.33687650971596,SAFE
28.093450968738075,87.73730719279554,116.21725484745419,SAFE
54.26960831582485,74.07686177542044,57.48705795237041,WARNING
14.092422497476264,69.7015740995268,48.57120862818607,SAFE
80.21969807540397,70.24840839871092,106.85991281894603,CRITICAL
7.455064367977082,35.94911512197552,42.35958385194526,SAFE
98.68869366005173,29.359184426449335,116.32225394406113,WARNING
77.22447692966574,80.93611554785136,21.215447468981633,CRITICAL
19.87156815341724,81.01133946791808,116.98788267076391,SAFE
0.5522117123602399,86.70723185801037,24.315991195057613,SAFE
81.54614284548342,91.32405525564712,109.11431136980711,CRITICAL
70.68573438476172,51.13423988609378,72.77011090862999,WARNING
72.90071680409874,50.15162946871996,119.29647961193004,WARNING
77.12703466859458,79.82951789667752,27.379656473539885,CRITICAL
7.4044651734090365,64.99639307777652,75.38542844013207,SAFE
35.84657285442726,70.19668772577033,116.9302535619099,SAFE
11.586905952512971,79.57926694361011,72.30978441701488,SAFE
86.31034258755935,89.00053418175663,82.93986381352624,CRITICAL
62.329812682755794,33.79951568515358,89.57486889846172,WARNING
33.08980248526492,37.5582952639944,65.45410647677733,SAFE
6.355835028602364,9.3981939840869,82.75580800840635,SAFE
31.09823217156622,57.8280140996174,78.43143119231001,SAFE
32.518332202674706,3.5942273796742086,110.11580104909889,SAFE
72.96061783380641,46.55980181324602,24.544638034145787,WARNING
63.75574713552131,54.26446347075766,48.096318959223034,WARNING
88.72127425763266,28.65412521282844,115.04114840765587,WARNING
47.22149251619493,59.08332605690107,109.02637838909163,SAFE
11.959424593830171,3.050024993904943,65.56567527857129,SAFE
71.3244787222995,3.7348188749214417,82.01325978015367,WARNING
76.07850486168974,82.26005606596583,47.738118298113264,CRITICAL
56.127719756949624,36.019064141126286,38.812115972376134,WARNING
77.0967179954561,12.706051265188478,66.36984049399823,WARNING
49.379559636439076,52.224326005480435,55.33522280260528,SAFE
52.27328293819941,76.99935530986109,78.3656111850872,WARNING
42.75410183585496,21.582102749684317,27.77346369649848,SAFE
2.541912674409519,62.28904758190003,117.43948076661665,SAFE
10.789142699330444,8.5347464993768,118.62107444796028,SAFE
3.142918568673425,5.16817211686077,89.81617140197451,SAFE
63.64104112637804,53.1354631568148,73.60963663441204,WARNING
31.435598107632668,54.06351216101065,50.95276162863277,SAFE
50.85706911647028,63.742990149820656,101.37950197069486,WARNING
90.7566473926093,72.60913337226616,88.47311725538793,CRITICAL
24.929222914887493,97.58520794625346,36.26169393448913,SAFE
41.038292303562976,51.630034830119534,111.09271844938425,SAFE
75.55511385430486,32.2956472941246,102.2537242923169,WARNING
22.879816549162246,79.51861947687037,114.9799913291924,SAFE
7.697990982879299,27.083225126207424,92.571950838836,SAFE
28.9751452913768,43.89714207056361,81.341519593579,SAFE
16.122128725400444,7.845638134226595,61.82430362906189,SAFE
92.96976523425731,2.535074341545751,113.27284833540132,WARNING
80.8120379564417,96.26484146779251,106.60638895004084,CRITICAL
63.34037565104234,83.59801205122058,24.52186701061894,WARNING
87.14605901877177,69.59742060936979,22.6366974497252,WARNING
80.36720768991145,40.89529444142699,57.64633668780496,WARNING
18.657005888603585,17.329432007084577,101.0553330781833,SAFE
89.25589984899777,15.643704267108605,118.72761293149445,WARNING
53.93422419156507,25.024289816459532,35.04168911035282,WARNING
80.74401551640625,54.92266647061205,79.4130715352135,WARNING
89.60912999234932,71.45959227000624,58.08908566310215,CRITICAL
31.800347497186387,66.01973767177313,116.99143978146031,SAFE
11.005192452767677,27.993389694594285,104.21189231357087,SAFE
22.793516254194166,95.48652806631941,103.83287047111378,SAFE
42.71077886262563,73.78969166957685,66.86931597949703,SAFE
81.80147659224932,55.43540525114007,61.48195023376652,WARNING
86.07305832563435,61.17207462343522,47.34070719307063,WARNING
0.6952130531190703,41.96000624277899,25.637549665092713,SAFE
51.07473025775657,24.773098950115745,106.47223762550531,WARNING
41.7411003148779,35.597267865126156,101.29010091300776,SAFE
22.210781047073024,75.78461104643691,119.97176732861305,SAFE
11.98653673336828,1.4393488629755868,119.66368370739053,SAFE
33.7615171403628,11.607264050691624,75.54317056026275,SAFE
94.29097039125192,4.600264202175275,96.89874151805105,WARNING
32.320293202075526,4.072880231897013,114.47657298824281,SAFE
51.87906217433661,85.54605840110072,104.96473906774115,WARNING
70.30189588951778,70.36578593800236,44.73481017431976,CRITICAL
36.3629602379294,47.41738290873252,65.05441353100935,SAFE
97.17820827209607,9.783416065100148,32.9159415151495,WARNING
96.24472949421113,49.16158751168324,115.40510272587224,WARNING
25.178229582536417,47.34717707805657,80.617463445088,SAFE
49.72485058923854,17.320186991001517,42.86428055034627,SAFE
30.087830981676966,43.385164923797305,87.17006844058567,SAFE
28.484049437746762,39.85047343973734,81.81282404578958,SAFE
3.6886947354532795,61.585009805221645,55.81627180328405,SAFE
60.956433397989684,63.50936508676438,31.355759219962902,WARNING
50.26790232288615,4.530400977204452,87.15731955927996,WARNING
5.147875124998935,37.46126146264712,72.03077009037932,SAFE
27.864646423661142,62.58599157142364,97.23183917356393,SAFE
90.82658859666537,50.31362585800877,72.01635011119933,WARNING
23.95618906669724,85.64898411883223,105.21815003185401,SAFE
14.48948720912231,65.8693631618945,75.19068387744855,SAFE
48.9452760277563,16.29344270814297,76.09379715353862,SAFE
98.56504541106007,7.056874740042984,107.66536026583451,WARNING
24.20552715115004,64.24192782063156,60.3482866212397,SAFE
67.21355474058785,2.6511310541621813,33.40152284506407,WARNING
76.16196153287176,58.57755812734633,22.878267631333898,WARNING
23.763754399239968,94.02302414249576,95.5137255673619,SAFE
72.82163486118596,57.5474177875879,82.03095513534646,WARNING
36.77831327192532,38.816992620652194,90.40797680992236,SAFE
63.23058305935795,64.32882184423532,41.296416150891076,WARNING
63.35297107608947,45.825289049151664,33.63714755867697,WARNING
53.57746840747585,54.56167893159349,21.45446656678819,WARNING
9.02897700544083,94.14648087765252,55.058755880659696,SAFE
83.5302495589238,38.610263780077425,78.99176868546331,WARNING
32.07800649717358,96.11905638239142,59.22440450997323,SAFE
18.651851039985424,90.53506419560637,63.747492202372904,SAFE
4.077514155476392,19.579113478929642,110.41586944937484,SAFE
59.08929431882418,6.9361300875165455,54.82554670233004,WARNING
67.75643618422824,10.077800137742665,71.39894891598108,WARNING
1.6587828927856152,1.8221825651549728,98.3653012741143,SAFE
51.2093058299281,9.44429607559284,59.65427823212701,WARNING
22.649577519793795,68.30067734163569,82.20867002278735,SAFE
64.51727904094498,7.118864846022898,106.23637087467452,WARNING
17.436642900499145,31.89756302937613,114.9520623657642,SAFE
69.09377381024659,84.48753109694546,34.70734809290379,WARNING
38.67353463005374,2.3271935735825866,112.65876251614944,SAFE
93.67299887367345,81.44684825889358,69.21162930795381,CRITICAL
13.752094414599325,28.185477477339994,45.82443882989584,SAFE
34.10663510502585,11.816482762165625,65.91357562382613,SAFE
11.347352124058908,69.67371653641507,118.0032575285477,SAFE
92.46936182785628,62.8942846779884,69.26180939928696,WARNING
87.7339353380981,87.74720135270529,52.875161028750824,CRITICAL
25.79416277151556,73.50710438038858,83.34008543167258,SAFE
65.99840460341791,80.34809303848486,44.014561877819304,WARNING
81.72222002012158,28.203457257130648,27.58633281086639,WARNING
55.52008115994623,17.743954377972283,32.88797219106492,WARNING
52.965057835600646,75.06147516408583,32.80458389577724,WARNING
24.18522909004517,80.6834739267264,35.19026935122943,SAFE
9.310276780589922,99.05051420006733,33.882717264941014,SAFE
89.72157579533267,41.26176769114265,84.08747448032146,WARNING
90.04180571633304,37.201808579278314,38.18800843991448,WARNING
63.31014572732679,77.64129607419969,54.56672833238632,WARNING
33.90297910487007,34.08035402530179,109.67884099060119,SAFE
34.92095746126609,93.07573256035647,67.39616402628724,SAFE
72.59556788702393,85.84127518430118,86.75577385210272,CRITICAL
89.71102599525771,42.89940273750184,37.231987120162984,WARNING
88.70864242651173,75.08710677914974,39.22890188086708,CRITICAL
77.98755458576238,75.45428740846823,24.086861626647888,CRITICAL
=======
solar_activity,radiation_level,satellite_temp,risk_level
37.454011884736246,64.20316461542878,30.312386883593263,SAFE
95.07143064099162,8.413996499504883,110.25529066795667,WARNING
73.1993941811405,16.162871409461378,70.52523724478571,WARNING
59.86584841970366,89.85541885270793,102.64574661077417,WARNING
15.601864044243651,60.642905965958995,52.00496010306117,SAFE
15.599452033620265,0.9197051616629648,109.55232284962005,SAFE
5.8083612168199465,10.147154286603211,58.92016787341631,SAFE
86.61761457749351,66.35017691080559,21.083765148029837,WARNING
60.11150117432088,0.5061583846218687,110.53819764192636,WARNING
70.80725777960456,16.080805141749867,29.128667678613354,WARNING
2.0584494295802447,54.87337893665861,51.93136375904149,SAFE
96.99098521619943,69.18951976926932,115.0061967050805,WARNING
83.24426408004217,65.19612595026005,115.06071469375561,WARNING
21.233911067827616,22.42693094605598,77.34378881232861,SAFE
18.182496720710063,71.2179221347536,83.18372121697993,SAFE
18.34045098534338,23.724908749680008,64.84455219783197,SAFE
30.42422429595377,32.539969815926774,49.32107716980646,SAFE
52.475643163223786,74.64914051180241,52.8664545369916,WARNING
43.194501864211574,64.96328990472146,87.25184560770384,SAFE
29.122914019804192,84.9223410494178,95.237452943768,SAFE
61.18528947223795,65.76128923003434,99.15790437258485,WARNING
13.949386065204184,56.830860333547164,98.96181427945538,SAFE
29.214464853521815,9.367476782809248,29.120610304869036,SAFE
36.63618432936917,36.77158030594335,69.44203047025815,SAFE
45.606998421703594,26.520236768172545,25.75587600166443,SAFE
78.51759613930136,24.398964337908357,74.95288823237355,WARNING
19.967378215835975,97.30105547524455,64.1530501373377,SAFE
51.42344384136116,39.30977246667604,108.77041827582998,WARNING
59.24145688620425,89.20465551771133,55.09150125520787,WARNING
4.645041271999773,63.11386259972629,31.706701642760585,SAFE
60.75448519014384,79.48113035416485,34.299168205283586,WARNING
17.052412368729154,50.26370931051921,96.15106317174723,SAFE
6.505159298527952,57.69038846263591,81.8218063316261,SAFE
94.88855372533332,49.25176938188639,30.112267612279027,WARNING
96.56320330745594,19.52429877980445,28.410680611499743,WARNING
80.83973481164611,72.24521152615053,90.096913145912,CRITICAL
30.46137691733707,28.07723624408558,27.276300636419354,SAFE
9.767211400638388,2.431596643145384,102.18600592903562,SAFE
68.42330265121569,64.54722959071678,90.62422271564962,WARNING
44.01524937396013,17.711067940704893,28.134878064189976,SAFE
12.203823484477883,94.04585843529144,28.483771408519193,SAFE
49.51769101112702,95.39285770025873,118.66395785011754,SAFE
3.4388521115218396,91.48643902204485,57.427079575612034,SAFE
90.9320402078782,37.01587002554444,57.06421470668909,WARNING
25.87799816000169,1.5456616528867428,101.27995672575025,SAFE
66.2522284353982,92.83185625877253,114.72485773838586,WARNING
31.171107608941096,42.81841483173143,118.6001063822871,SAFE
52.00680211778108,96.66548190436696,95.33781852589416,WARNING
54.67102793432797,96.36199770892529,57.62595855309158,WARNING
18.485445552552704,85.300945546736,28.350071669866878,SAFE
96.95846277645586,29.444889206958567,97.71469159274368,WARNING
77.51328233611146,38.50977286019253,75.8404249735805,WARNING
93.9498941564189,85.11366715168569,62.42220092469763,CRITICAL
89.48273504276489,31.692200515627768,110.6354385094736,WARNING
59.78999788110851,16.94927466860925,31.119748230615134,WARNING
92.18742350231169,55.68012624583501,69.26251042908592,WARNING
8.84925020519195,93.6154774160781,21.135364476741906,SAFE
19.59828624191452,69.6029796674973,66.86606419941262,SAFE
4.522728891053807,57.0061170089365,25.630327568183734,SAFE
32.53303307632643,9.717649377076853,31.881791626807193,SAFE
38.8677289689482,61.500722669916975,31.752624677710486,SAFE
27.134903177389592,99.00538501042632,84.92103021160635,SAFE
82.87375091519293,14.008401523652402,94.60448792654233,WARNING
35.67533266935893,51.832965236373674,78.33687650971596,SAFE
28.093450968738075,87.73730719279554,116.21725484745419,SAFE
54.26960831582485,74.07686177542044,57.48705795237041,WARNING
